,ndcg@1000,map@1000,precision@20
3,-0.018643538554267203,-0.02092437908618089,-0.046551724137931044
cCSIROmedHGB,-0.010598040196907021,-0.032443014827317734,-0.022413793103448265
UWMSOIS1,0.006665783675119663,-0.002352242481951261,-0.022413793103448265
KISTI03CT,-0.012554657873622976,-0.032091785402925066,-0.05344827586206896
UNTIIACTDW,-0.012015313663453833,-0.007840831037275463,0.0017241379310344862
tri,0.01688450482219822,0.013140393694006311,-0.005172413793103514
mayonlpct1,-0.010405655206079945,-0.008194671024723765,-0.0034482758620689724
ct2,-0.005294950758354566,-0.00341837232726052,-0.013793103448275848
cRun1Bsl,-0.025760267088527355,-0.028557015874394936,-0.0482758620689655
LGDprfGOpt,-0.005087365302533675,-0.00901768176976997,-0.025862068965517238
4,-0.015090290406942042,-0.008970031859664829,-0.015517241379310376
UDInfoPMCT10,0.04282995713057319,0.02720278690666974,0.08448275862068966
UCASSEMUMLS,-0.001067284827036552,-0.01860681633032077,0.0
teckro4,-0.0011883194088110338,-0.010893270053287218,-0.02068965517241375
DUTIR004,-0.027514935037448063,-0.03945181215919302,-0.03793103448275861
Textualc,-0.013116054996557713,-0.012968259878036431,-0.025862068965517182
Focusedc,-0.0070008785628749015,-0.004535011918223898,-0.010344827586206903
NOVAtr5,-0.005061167111931997,-0.005622768545950924,0.0017241379310344862
udelT2GeMeSH,-0.05353962391321909,-0.06681641030020394,-0.048275862068965475
IICTrun5,-0.0011072800235935598,-0.01684284498269928,-0.027586206896551724
teckro2,-0.0011883194088110338,-0.010893270053287218,-0.02068965517241375
kksetri2,0.04330338060021574,0.028823069673625766,0.041379310344827586
SIBTct2,-0.006243307457850622,-0.008884995133441626,-0.008620689655172403
TRL,-0.0405788487724108,-0.03899567817502045,-0.008620689655172431
UDInfoPMCT8,-0.016216216054424193,-0.024931779535270482,-0.022413793103448293
gwsq,0.0802387578868046,0.04407863457132841,0.11896551724137931
udelT2PRF,-0.04482124727360626,-0.07675121187241493,-0.06206896551724139
NOVAtr3,-0.01697298520981999,-0.020811908428246845,-0.02068965517241378
2,-0.0007482870715672663,-0.012873869786065556,-0.0482758620689655
cCSIROmedMCM,0.014873721105589377,-0.0018974333754115114,-0.01551724137931032
dumbmethod,-0.0012892154248708154,-0.003586897812491982,-0.012068965517241348
ct3,-0.009447938953802054,-0.004412420619143015,-0.006896551724137931
NOVAtr2,-0.05325895035827227,-0.0587644816525677,-0.07413793103448268
1,-0.01589081405810233,-0.01111791079629637,-0.02758620689655178
teckro1,-0.07092418058996247,-0.07842581072586158,-0.09482758620689649
PF,0.05260154395098132,0.023671256982865374,0.043103448275862044
KISTI04CT,-0.019972702821053956,-0.03642776952263904,-0.06724137931034485
trial1,0.0012840716808334984,0.0009775342103959805,-0.010344827586206945
UTDHLTSFT,-0.017129806077433918,-0.04190812676913738,-0.046551724137931016
cCSIROmedNEG,0.010736344882560533,0.0024317730368058066,-0.017241379310344834
Semanticc,-0.00786614065976779,-0.006466465421982495,-0.01206896551724139
UMLS,0.05982122707357779,0.037847217278497366,0.046551724137931016
trial4,0.0012840716808334984,0.0009775342103959805,-0.010344827586206945
ws,0.07845009251470203,0.04857787633486094,0.08103448275862069
mayonlpct5,0.023221311191430394,0.020600770732607007,0.05344827586206899
UNTIIACTIS,0.004295501327481455,0.0008598680158042231,0.020689655172413796
UTDHLTSQT,0.02810681854215752,0.014454100328975816,0.017241379310344862
udelT2Gene,-0.04665913035884195,-0.054711657863762364,-0.037931034482758585
Ontologicalc,-0.009827453371301254,-0.0030057483207082125,-0.015517241379310348
PFUMLS,0.0743313770833427,0.045512614581005445,0.03965517241379307
cCSIROmedMCB,0.009296894207955986,-0.0015573592587494745,-0.02068965517241375
UWMSOIS4,0.009912979820977441,0.000820080903011805,-0.017241379310344862
mugctmust,0.01652409800432575,0.0008706310178167587,0.012068965517241403
IICTrun4,-0.03061617389827931,-0.03562322622628569,-0.03793103448275861
UWMSOIS3,0.008274107775503803,-0.0008507275953196503,-0.017241379310344807
luc,0.0804606012023969,0.05119503127455766,0.08275862068965517
LGDnoprfGOpt,-0.028381869859657294,-0.032192852537795635,-0.04999999999999999
SIBTct1,-0.0032591181711397743,-0.0036461419310193505,-0.01551724137931032
teckro3,-0.07092418058996247,-0.07842581072586158,-0.09482758620689649
KISTI02CT,-0.02673961289523008,-0.04630390960274125,-0.07586206896551737
UDInfoPMCT4,0.010084683574244385,0.003559106637070982,0.017241379310344834
cRun3MRF,-0.008022294214293846,-0.005155154551685831,0.018965517241379348
cRun4MRFrf,0.02167134318498709,0.013382051854300095,0.05517241379310346
mayonlpct2,0.031369971157139326,0.020435747580832178,0.04827586206896553
IICTrun1,-0.003210679853371201,-0.014717325532778686,-0.02413793103448278
IICTrun3,-0.027489136116971402,-0.03243830099108545,-0.02931034482758621
UCASBASE,-0.03067939417375465,-0.06023807734784423,-0.0362068965517241
LGDraw,-0.03650248594009586,-0.05491728890356523,-0.06896551724137928
simple,0.05149875583398775,0.030588919595955,0.09310344827586203
KISTI01CT,-0.006328938741875845,-0.016445230787987736,-0.027586206896551668
SIBTct4,0.00981778863470717,0.00363773129299258,0.008620689655172431
GP16Trail,0.05582133662777493,0.03264138931439159,0.07241379310344828
UTDHLTFFT,-0.008578863083758992,-0.033191086678739185,-0.029310344827586154
ct1,-0.008692522736048341,-0.0039555905391161356,-0.010344827586206903
NOVAtr4,-0.04395573404725167,-0.04655343540197679,-0.06724137931034474
UWMSOIS2,0.0131254918898972,-0.001251110880218037,-0.02413793103448278
UTDHLTJQT,-0.015648917708457777,-0.0409111258538741,-0.060344827586206906
mugctdisease,0.07216792796152219,0.04387719655051179,0.07068965517241381
kksetri4,0.013788095690414948,0.013275814620326329,0.017241379310344807
UNTIIACTLQ,-0.007687871593391342,-0.005314461436458999,-0.005172413793103459
T2,-0.04840545843859556,-0.05328501396007815,-0.043103448275862016
UCASSEM1,-0.0184457044922689,-0.03923128290631067,-0.02931034482758621
ct,0.06605563439332121,0.040430771350392906,0.08620689655172412
LDGprfStrict,0.01782161269180116,0.005215163571028775,0.005172413793103431
UNTIIACTSY,-0.0028006912948760794,-0.00157466067666892,0.00862068965517241
mugctboost,0.021534497964816712,0.007667615338700584,0.022413793103448293
cCSIROmedAll,-0.024464939797062213,-0.03536481574631506,-0.07586206896551723
UCASSEM2,-0.014554028661860174,-0.03757372130331518,-0.036206896551724155
ct4,-0.00909398511883193,-0.006263692192455261,-0.013793103448275862
udelT2Base,-0.05358870545339711,-0.0688996783571714,-0.07586206896551725
udelT2Comb,-0.055338615319850404,-0.07407225374662488,-0.06724137931034482
trial3,0.0012840716808334984,0.0009775342103959805,-0.010344827586206945
T3,-0.047088332059879334,-0.045456813391357764,-0.022413793103448265
SIBTct3,-0.004348088366038894,-0.00955260292625798,-0.01896551724137932
5,-0.019863000897800576,-0.036661921370524014,-0.053448275862068906
BASE,0.03440906338385924,0.014766101170174087,0.02068965517241375
SIBTct5,0.019830306653160268,0.01277522269075293,0.00517241379310357
T4,-0.047161702837793584,-0.045580742627060744,-0.022413793103448265
mugctgene,0.05585387505363504,0.03580213365031398,0.03965517241379307
q,0.0856951247574991,0.051121499772892286,0.10689655172413792
cRun2BslOth,-0.017948499011484875,-0.021121576315846796,-0.04137931034482756
complex,0.06570017430226927,0.03802429808406624,0.09137931034482756
cbnuCT1,-0.0474836451144261,-0.0600799950476858,-0.05172413793103445
cbnuCT2,0.03188242857497797,0.014189738786854644,0.05344827586206902
LGDStrict,-0.008866901892472134,-0.00817769334183932,-0.032758620689655155
KISTI05CT,-0.01202972916566808,-0.029121120494263103,-0.04137931034482761
mugctbase,0.013289623451393673,-0.0019021624023082828,-0.01206896551724132
UTDHLTAFT,-0.007701712056393861,-0.02983028793455414,-0.05344827586206896
UDInfoPMCT6,0.03592584300725052,0.022027156034469635,0.06724137931034482
UNTIIACTGA,0.0035699926920289074,0.00011378445130439188,0.00862068965517242
teckro5,-0.06680356319905628,-0.07583564154162661,-0.09137931034482755
GP14Trail,0.04105941385855505,0.02011800267275088,0.055172413793103454
cbnuCT3,0.01333297063645017,-0.010199627389664317,0.020689655172413834
UWMSOIS0,-0.000670407199877876,-0.012945195461239928,-0.04999999999999999
nn,0.08575639649867164,0.0436296901076193,0.11896551724137933
mayonlpct4,0.0005977619877796103,-0.003469654184203891,0.01551724137931032
kksetri1,0.042848958803828746,0.02371233574935607,0.06379310344827588
UDInfoPMCT3,0.00807359654069685,0.002071319242187602,0.01724137931034484
trial2,0.0012840716808334984,0.0009775342103959805,-0.010344827586206945
cRun5MRFBow,0.060633819596896676,0.03894616858588522,0.09655172413793103
UCASSEM3,-0.021935382278452653,-0.04587850411812139,-0.03965517241379313
mayonlpct3,0.016327468041700377,0.01590748006168896,0.03793103448275861
NOVAtr1,-0.05157149970298491,-0.055269759737161334,-0.07068965517241374
Broadc,-0.01732824848302439,-0.019510315328302413,-0.025862068965517265
BM25+d-gm,-0.025023861690547183,-0.026524685789947627,-0.02758620689655175
BM25+d+gm,-0.014471978931839075,-0.00936438845395219,-0.02068965517241375
BM25-d-gm,-0.05085653238183646,-0.06964423699971281,-0.05517241379310342
BM25-d+gm,-0.05205350311535478,-0.06890451197436917,-0.06551724137931036
