,ndcg@1000,map@1000,precision@20
3,0.011583516761099255,0.006918762626300395,-0.025862068965517238
cCSIROmedHGB,0.0023063685416536694,-0.014476427574465794,-0.0034482758620689447
UWMSOIS1,0.028041010985238868,0.02126702031128405,0.0
KISTI03CT,0.011272492781184917,-0.004917887603261839,-0.025862068965517238
UNTIIACTDW,-0.010234206064511447,-0.007165326707687886,0.006896551724137931
tri,0.0344677548379691,0.02999947957250365,0.01724137931034475
mayonlpct1,-0.0020550049895201317,-0.0016197918719745574,-0.0017241379310344862
ct2,-0.003707540193263928,-0.00013077768094411218,-0.024137931034482737
cRun1Bsl,0.004831088453962129,0.0031179541795887666,-0.03620689655172413
LGDprfGOpt,0.02266294749811737,0.015611844481333848,0.0017241379310345417
4,-0.011374095527527439,-0.0076426524874586566,-0.031034482758620807
UDInfoPMCT10,0.04711003345749537,0.03136466241258951,0.08965517241379309
UCASSEMUMLS,0.01979068574024684,0.004098799417123211,0.022413793103448293
teckro4,0.0060385673333550605,-0.006044759698238644,-0.01034482758620689
DUTIR004,-0.005779694581681649,-0.017812075553721635,-0.024137931034482724
Textualc,-0.012882501815345893,-0.009983982762436228,-0.018965517241379237
Focusedc,-0.004526199896192143,-0.003305095652268629,-0.006896551724137931
NOVAtr5,0.01455486762289021,0.01784515152979574,0.005172413793103459
udelT2GeMeSH,-0.023993251371224322,-0.0366434263795995,-0.04137931034482756
IICTrun5,0.011939528629174911,0.0029754888381625932,-0.006896551724137945
teckro2,0.0060385673333550605,-0.006044759698238644,-0.01034482758620689
kksetri2,0.05413345985833304,0.039701959392870224,0.06551724137931036
SIBTct2,-0.005326943085038005,-0.004355953904555648,-0.010344827586206917
TRL,-0.012443857707860106,-0.018969806408673517,0.0
UDInfoPMCT8,0.00821089575791678,0.0034191471219834346,-0.008620689655172431
gwsq,0.08805703525813738,0.04442596423539533,0.11551724137931034
udelT2PRF,-0.02336604156487676,-0.049566543284705666,-0.0431034482758621
NOVAtr3,0.007104811061384275,0.0035157058475103198,-0.006896551724137945
2,0.01872464835581905,0.014329758847848373,-0.020689655172413834
cCSIROmedMCM,0.026784053520798268,0.01592159088375858,-0.0034482758620689724
dumbmethod,0.00758383509962357,0.0031375136151777644,-0.005172413793103431
ct3,-0.005161895620621346,-0.002864667241399277,-0.01206896551724139
