,ndcg@1000,map@1000,precision@20
COM,0.029648817922281245,0.027269303511130938,0.043333333333333335
sa3,0.023233049161810904,0.019761883361980828,0.0416666666666666
AGG,0.0010277367966106676,0.01228021467479129,-0.04666666666666669
cbnuSA2,0.08037722892876126,0.0591465598503348,0.15000000000000005
UWMSOIS8,0.017133572343502157,0.02001295945592138,0.004999999999999949
SIBTMlit3,-0.0036749792224717304,0.004110154193414983,-0.0633333333333333
mRun2BslOth,0.009766017264017601,0.01881170633451354,-0.013333333333333253
ws,0.043501945936432085,0.049810704089885444,0.06833333333333336
mayonlppm3,0.02158110963787302,0.022200836855957196,0.006666666666666543
POZabsLGDGRn,0.021886832598118938,0.015165574592659617,0.0016666666666667052
UDInfoPMSA3,0.006756519011219153,0.01417044654050284,0.0016666666666665386
NOVAsa3,0.0549389061434265,0.04760862423899101,0.07999999999999996
UNTIIASY,-0.018746692071456683,-0.014235846519738082,-0.13666666666666671
abs,-0.01830809102242381,-0.008336319340641996,-0.06500000000000006
mRun3MRF,0.0010197865954224006,0.010761389096340945,-0.025000000000000022
UTDHLTFF,-0.02780864820234208,-0.028438776029903856,-0.12500000000000006
SIBTMlit2,-0.0038200881813897913,0.005910116003522536,-0.04333333333333339
mugpubshould,0.031568235613498585,0.031808725094077867,-0.003333333333333355
Textual,-0.004629455475883781,0.005619587713567409,-0.013333333333333253
kkseabs3,0.0345124968586666,0.014742227337250826,0.08166666666666668
UWMSOIS7,0.01142139385822355,0.019309042961270145,0.02999999999999997
GP16Medline,0.02280836604565592,0.011514755450808871,0.04000000000000001
UDInfoPMSA5,0.027472447684386225,0.023818634566784333,0.024999999999999967
udelT1Gene,0.022685920851875985,0.03109640886344231,0.028333333333333377
cbnuSA1,0.010220039968198036,0.011699766368614056,-0.020000000000000018
UCASBASEa,0.021182544591762387,0.01789392000322204,-0.02999999999999997
KISTI01,0.023164420424431342,0.02532868351341308,0.020000000000000018
run1,0.002214294850572618,0.00730549019868551,-0.023333333333333317
ielabRun22,0.027105245346441348,0.008961680955800591,0.07999999999999999
udelT1Comb,0.01697313198455247,0.024569725921369273,-0.006666666666666876
udelT1Base,0.012711581083839796,0.018649416212013936,0.023333333333333317
SIBTMlit4,-0.008981108152850803,-0.001662299081887364,-0.07500000000000001
mRun4MRFrf,0.007350706100768378,0.008350947256766328,0.019999999999999907
KISTI02,0.02586109321075386,0.020717152787021825,0.03166666666666673
5,0.015508237506578093,0.01782537086441638,0.013333333333333364
UDInfoPMSA2,-0.017257863048453448,-0.0026997559714964092,-0.06166666666666665
POZabsBB2GRn,0.011417867513257712,0.01083949290092498,0.004999999999999949
Semantic,-0.004208243453962646,0.008898692460697077,-0.0033333333333331883
UNTIIAIS,0.00848375557667444,-0.00012609182723347795,-0.0016666666666666219
CJT,-0.006271267121005009,0.004387681718762693,-0.025000000000000078
kkseabs4,0.034719893072237024,0.015738512352159343,0.10500000000000001
