,ndcg@1000,map@1000,precision@20
3,-0.015427295613848313,-0.027236566320851863,-0.0431034482758621
cCSIROmedHGB,-0.004678031745408817,-0.0105405587960615,-0.015517241379310348
UWMSOIS1,-0.010753123636494777,-0.01671662844554403,-0.03103448275862064
KISTI03CT,-0.01705621769688137,-0.029663728672409823,-0.03965517241379307
UNTIIACTDW,-0.0007659361860263003,0.0005549353989277549,0.0017241379310344862
tri,0.0023875190148159864,-0.0008617601548624454,-0.02758620689655175
mayonlpct1,-0.0031199626618891863,-0.0043819310346886325,-0.01034482758620689
ct2,-0.0070908308367615,-0.005047388440723256,-0.034482758620689655
cRun1Bsl,-0.021456844379155238,-0.025073041595368162,-0.0396551724137931
LGDprfGOpt,-0.01054854255894594,-0.016040414842126066,-0.013793103448275806
4,-0.011023964192469093,-0.011791835823375174,-0.03275862068965524
UDInfoPMCT10,0.008632414890639983,0.007081529629167242,0.029310344827586196
UCASSEMUMLS,-0.008731296335787453,-0.017435583193268656,-0.017241379310344834
teckro4,-0.004253048496499767,-0.009460481466245257,-0.017241379310344834
DUTIR004,-0.012990035010794598,-0.02658501018548487,-0.03448275862068961
Textualc,-0.006281931554869058,-0.006646642016277821,-0.018965517241379293
Focusedc,-0.003920221706210911,-0.0017452523430545736,-0.0017241379310344862
NOVAtr5,-0.008843350473132228,-0.015176516255320543,-0.0017241379310344307
udelT2GeMeSH,-0.025646685147889148,-0.03503594586933767,-0.04137931034482753
IICTrun5,-0.0071516017458135295,-0.00909731214551103,-0.010344827586206917
teckro2,-0.004253048496499767,-0.009460481466245257,-0.017241379310344834
kksetri2,0.016814797797822495,0.006414976908731863,0.02931034482758621
SIBTct2,-0.005185092455424756,-0.005815230455360629,-0.017241379310344807
TRL,-0.011487541884556973,-0.01804158387600205,-0.01896551724137932
UDInfoPMCT8,-0.010540652339533385,-0.013503575382233068,-0.013793103448275862
gwsq,0.035269239615531134,0.017616060780623485,0.056896551724137934
udelT2PRF,-0.030262412759988644,-0.045460720498537,-0.03448275862068967
NOVAtr3,-0.01420099068331998,-0.023308904356402288,-0.02758620689655178
2,-0.017514550014397612,-0.026598132248209172,-0.04827586206896553
cCSIROmedMCM,-0.0017533175001441803,-0.012280591282537084,-0.01379310344827589
dumbmethod,-0.010672334349827672,-0.010019428814423512,-0.027586206896551724
ct3,-0.0077209756064583746,-0.0041779449585258935,-0.025862068965517238
NOVAtr2,-0.02804098446609371,-0.03452212317792469,-0.058620689655172364
1,-0.011497189639790906,-0.012543266007674025,-0.031034482758620696
teckro1,-0.02885971518196251,-0.03889121336836429,-0.05517241379310339
PF,0.013766766421232979,0.0024450662271768286,-0.0034482758620689447
KISTI04CT,-0.018729964527070042,-0.031371971137660076,-0.04137931034482756
trial1,-0.007873657032653691,-0.006609429696608549,-0.02413793103448278
UTDHLTSFT,-0.013612331744520034,-0.023957249743727288,-0.027586206896551724
cCSIROmedNEG,-0.006151498026290669,-0.009576634831640507,-0.01551724137931032
