,ndcg@1000,map@1000,precision@20
Run1,0.13091467322913813,0.12342438563824042,0.20400000000000001
ct4,-0.01912802510444156,-0.015231256842057977,-0.03899999999999998
ct1,-0.0273274795230819,-0.034728753074559277,-0.07700000000000001
tinfolabBK,-0.004592988726413616,-0.00834079496575485,-0.008999999999999897
UDInfoPMCT5,-0.042945429980456196,-0.0653094866158731,-0.09200000000000003
cCSIROmedHGB,0.045331491223043086,0.04818253143212212,0.11800000000000005
trial,-0.01747418462935324,-0.028563371858614517,-0.025000000000000078
UCASCT4,-0.04390449457299306,-0.07518718402868568,-0.07099999999999995
4,-0.034054987896111166,-0.048103077892435175,-0.04099999999999998
1,-0.009487027350644162,-0.012876970208549332,-0.025999999999999968
TRIAL5,-0.05522701927282625,-0.08061035588840254,-0.08899999999999997
PRF,0.054998401469154745,0.06889703012030474,0.07999999999999996
UDInfoPMCT2,-0.04918888057735055,-0.0693242017898798,-0.08799999999999997
trial1,0.07227866625701052,0.10186050191996956,0.11699999999999997
UCASCT1,-0.04040740822751909,-0.07809444884511774,-0.062000000000000055
trials,0.10652422802972572,0.12797937606980114,0.182
2,-0.008617557192499126,-0.02357282210067957,-0.025999999999999968
SIBTMct2,-0.0003511317075709508,-0.0009687342802463528,-0.013000000000000012
mayoctscreat,-0.00873757902976563,-0.020190078215139462,-0.032999999999999974
KLPM18T1Bl,-0.017069418455320617,-0.03294765250323756,-0.05300000000000005
hpictbase,-0.03737116787079797,-0.06054212002623527,-0.061
noprf,-0.0482321467511605,-0.08604543381454305,-0.10300000000000004
hpictboost,-0.05298262370347606,-0.07640083011493742,-0.067
RFT,-0.023558169763037373,-0.03842828616656624,-0.018000000000000016
SIBTMct4,0.008700119765217618,0.008015448248287538,0.009000000000000008
TRIAL3,-0.05300000816947026,-0.07976164428904425,-0.06199999999999989
cCSIROmedNEG,0.045284424932748646,0.05211261246111082,0.11199999999999999
cli,-0.03630850740684266,-0.06513297807445723,-0.08100000000000013
cubicsumW,0.03174042165651347,0.05943948665841298,0.05399999999999994
tinfolabBF,-0.004677500874711582,-0.005404585677295626,-0.010000000000000009
SFT,-0.0017749351628220111,-0.011719079962978163,0.006000000000000061
3,-0.026282152304658912,-0.04911764274772762,-0.04000000000000015
KL18TriFuse,-0.005108557325907759,-0.010674614060031118,-0.01600000000000007
BB2vqw2vprf,-0.04015544412853278,-0.07861776207482851,-0.08500000000000008
sum,0.01683522738836496,0.029256269657619377,0.0
TERM,-0.04378693369332165,-0.07693663571276099,-0.07899999999999996
TRIAL1,-0.05522701927282625,-0.08061035588840249,-0.08899999999999997
NLT,-0.033615619264946384,-0.06447680490692131,-0.055999999999999994
Run5,0.09333253207386696,0.06996858910922461,0.18300000000000005
UCASCT3,-0.04678631287423518,-0.08002856155118776,-0.07400000000000007
cubicsumEW,0.018300874325111016,0.035851531318298685,0.013000000000000012
mayoctsimp,-0.01340301335291616,-0.02323730017234754,-0.03999999999999998
KL18TriHY,-0.01590062311150975,-0.03026601823949482,-0.047999999999999876
UDInfoPMCT4,0.010914820578310669,0.010698538201560803,0.039999999999999925
hpictphrase,-0.046824149760051226,-0.07309387086329472,-0.07300000000000018
UDInfoPMCT1,-0.05046000875173429,-0.0839357716743857,-0.07700000000000007
KL18TrialWV,0.04750240131358663,0.05652203064179864,0.09200000000000003
nprf,-0.03484005644999233,-0.08215911550668925,-0.09499999999999997
SST,-0.023900556428382458,-0.04789926290392804,-0.058999999999999886
tinfolabF,-0.012362063559038239,-0.015202352588635504,-0.010999999999999954
hpictall,-0.053238670335746696,-0.07685156739725546,-0.06800000000000012
TRIAL2,-0.05465167822401895,-0.08470789172260579,-0.08700000000000013
ct2,-0.014336513914939342,-0.017756973156135114,-0.052999999999999964
mayoctcomp,-0.027150644662576995,-0.044061489008414334,-0.04899999999999999
ct5,-0.024886714642144703,-0.0329085347571742,-0.07699999999999996
cCSIROmedAll,-0.023825459020560658,-0.03284942079739911,-0.04599999999999993
5,-0.026101609245702484,-0.052400839840923086,-0.066
UCASCT5,-0.029399273237168733,-0.05896231665526669,-0.04800000000000004
TRIAL4,-0.05578176853757788,-0.08510155502017014,-0.08600000000000008
UCASCT2,-0.043573994655494386,-0.07525220885616413,-0.06
BB2sqw2vprf,-0.034219930747929395,-0.06569026677164475,-0.07500000000000007
Run3,0.10255000573753223,0.07860173915441887,0.17200000000000001
cbnuCT1,-0.024042540787742595,-0.03258878916146407,-0.021000000000000074
cbnuCT2,-0.020475715698791697,-0.03630116132990863,-0.03099999999999986
Run4,0.10343608082443889,0.07717365786197057,0.18200000000000002
mnz,0.05628900546751908,0.08277570491846208,0.10600000000000007
SIBTMct1,0.008700119765217618,0.008015448248287538,0.009000000000000008
KL18TrialBF,-0.016300934104074072,-0.03227213980504412,-0.051999999999999935
cbnuCT3,0.07141760338914632,0.0750517530518384,0.10400000000000001
cubicmnz,0.03398324471817793,0.058415260934835345,0.05499999999999999
UDInfoPMCT3,-0.048496222024779656,-0.08443171559389795,-0.08100000000000002
hpictcommon,-0.0558069576197322,-0.07484820574407863,-0.09000000000000002
ct3,0.034129043295552,0.04709009863035357,0.04800000000000004
Run2,0.1270052925808194,0.12245307088861673,0.228
sq,-0.009836548847786342,-0.00990549706166266,-0.04500000000000004
RAT,-0.027487085693734814,-0.04949483198582938,-0.0679999999999999
