,ndcg@1000,map@1000,precision@20
abs5,-0.04845196971571342,-0.04881664881997483,-0.15099999999999997
cubicmnzAbs,-0.006006415294450285,0.003356506421299421,-0.06599999999999989
2,-0.025209891522174677,-0.012081274780114198,-0.09999999999999992
cbnuSA2,-0.004923094725378718,0.009215741402607669,-0.025000000000000022
4,-0.027156270138430805,-0.013670476059208375,-0.08800000000000008
SIBTMlit3,-0.047692028881547555,-0.05004535161166457,-0.14299999999999996
PBAH,-0.029932293921004716,-0.01870822516256937,-0.12700000000000006
run2,0.001232531640758868,0.00020701152603129258,0.003999999999999999
KLPM18T2Bl,-0.013289827093686868,-0.009133266768560439,-0.05599999999999994
mayomedcomp,0.002054119162250123,0.016602518614801748,-0.03200000000000014
PBH,-0.03372243416892129,-0.021880627625677523,-0.138
minfolabBA,0.008108015400136115,0.011678932948805107,0.050000000000000044
UDInfoPMSA3,0.01814558683950812,0.02779300340886809,0.02900000000000008
sumAbs,-0.008244244416295121,0.0012504996338111862,-0.0759999999999999
UCASSA1,-0.032651971559055415,-0.03046465161544254,-0.09700000000000003
mayomedsimp,-0.011053086702034032,-0.006462793099903441,-0.08299999999999991
NL,-0.039188782135218925,-0.029004977280570776,-0.132
bool51,0.02156112082809425,0.03160453297209395,0.04799999999999999
DGS,0.030445131556861682,0.02416441983336297,0.030000000000000054
3,-0.020464553078755943,-0.01121308458774789,-0.08500000000000013
Run2,0.006453463791983562,0.0024072166987579354,0.013000000000000001
run3,0.03851610563226887,0.03472842446135713,0.201
RF,-0.012671666877316357,0.008174446404837832,-0.1070000000000002
UVAEXPBSTNEG,0.0008146270568892555,0.0019377827473301273,0.0
abs1,-0.04514166577325984,-0.043029132241713786,-0.11299999999999993
SIBTMlit2,-0.052132725025938687,-0.05167001223413231,-0.16199999999999998
SF,-0.005152627248856512,0.01745764405824307,-0.07100000000000001
fusion,-0.004814059191516673,0.0035791531965708445,-0.05099999999999999
PBPK,-0.03313720830029565,-0.024003383825938862,-0.13400000000000012
UDInfoPMSA5,-0.039601534980109765,-0.03191293649216759,-0.11500000000000005
abs4,-0.04576293437242385,-0.04321587074148053,-0.12499999999999994
Base,-0.012194098399557096,-0.0003650203143983344,-0.01799999999999996
cbnuSA1,-0.013398729761258554,0.0022384490600837748,-0.02300000000000002
UCASSA3,-0.03809167464249863,-0.0337647020780536,-0.11500000000000005
SIBTMlit4,-0.047152035854864605,-0.047351994597531755,-0.14300000000000002
1,0.0023424153904288425,0.00667715606181607,-0.04099999999999987
sa13,-0.04658419388961388,-0.044468121677881334,-0.136
UVAEXPBSTDIF,0.0029476448137635003,0.002626113363878038,0.0
medline,-0.017385840232063576,-0.006413749548873082,-0.04500000000000015
UDInfoPMSA2,-0.034284456244350614,-0.028488746528402775,-0.09099999999999997
abs3,-0.04670773661754146,-0.046187495544438184,-0.1299999999999999
UVAEXPBSTSHD,0.008264747798524236,0.0068345677735288934,0.0
sa15,-0.03496726564369035,-0.03289584228023745,-0.11099999999999988
minfolabBC,0.00874720573606852,0.011721124340101308,0.04100000000000009
minfolabBD,0.010579982660018777,0.011295971792808099,0.03899999999999998
UDInfoPMSA4,0.01167131006066785,0.022778253807664836,0.01600000000000007
sumEW,-0.018473875288015917,-0.007238816930649289,-0.09400000000000003
mnzAbs,-0.006006415294450285,0.003356506421299421,-0.06599999999999989
run,0.014754113497036425,0.023665649261518734,0.019000000000000017
hpipubbase,-0.0393574122380268,-0.039851098152554776,-0.15699999999999997
sa14,-0.050867440045066714,-0.044156280560780026,-0.12700000000000006
KL18absHY,-0.02145824417593989,-0.008238413834486702,-0.06700000000000012
FUO,0.09849458719693804,0.09430543577806234,0.18
UCASSA5,-0.044801018833808715,-0.04672736302245695,-0.13100000000000012
5,-0.02760951882878926,-0.013135843468630254,-0.09300000000000008
mayopubtator,-0.023684950829263918,-0.01682262475814933,-0.0809999999999999
stage,-0.020195521111585624,-0.012651571018270025,-0.11199999999999999
UCASSA2,-0.03654711122832155,-0.040056735762753315,-0.10199999999999998
fu,-0.014618337789349845,-0.006001060562782462,-0.09099999999999991
cubicsumWAbs,-0.01126951835243567,0.0027712374185855093,-0.043999999999999984
UCASSA4,-0.04067897455235736,-0.03977045908160687,-0.12800000000000006
hpipubclass,-0.050862794809467204,-0.05245733292088672,-0.184
WTU,0.010275401116137478,0.008460289443495424,0.006000000000000005
rbf,-0.007057606192861665,-0.0018572963163953626,-0.07799999999999996
FU,-0.011838991568264845,-0.00046997050655497863,-0.025999999999999968
aCSIROmedMCB,0.01301154003254884,0.018898494306517383,0.016000000000000014
Run1,0.006442097154611699,0.0019989225796009672,0.009
BASE,-0.03873731090182342,-0.02706431831938344,-0.14800000000000002
sa11,-0.04769742078347461,-0.04328379774345503,-0.128
sa12,-0.035847729697005226,-0.03552869104900097,-0.1130000000000001
Run5,0.007274095939423953,0.0024883539840100713,0.013000000000000001
SIBTMlit5,-0.048613158463867046,-0.04569312951669646,-0.14199999999999985
hpipubnone,-0.04566446233656407,-0.05232559177233925,-0.18400000000000005
UVAEXPBOOST,0.008254544454969703,0.00559817839887243,0.0
KL18AbsFuse,-0.016479215291505034,-0.005282583889832049,-0.05900000000000011
KL18absWV,0.05047392337957912,0.053717171279918444,0.11700000000000002
run1,-0.01473126433137173,-0.009988641916414465,-0.02400000000000002
SIBTMlit1,-0.048085866862194515,-0.050116567855655214,-0.15899999999999986
hpipubboost,-0.05514355417519945,-0.058259056727156366,-0.20400000000000007
hpipubcommon,-0.04621218623411838,-0.05248053811586434,-0.18300000000000005
UVAEXPBSTEXT,0.002183917568903959,0.0025214305518486274,0.0
aCSIROmedNEG,0.007616532022673483,0.011311901589546203,-0.025000000000000022
aCSIROmedAll,-0.006268955819051569,0.00804088605991124,-0.02799999999999997
abs2,-0.0435176976861158,-0.041683551402045105,-0.11599999999999988
Run4,0.007990907847914328,0.002972635960806105,0.019
minfolabTH,0.01673649017244916,0.015255536115050788,0.029999999999999916
DGEWU,0.010021930137605106,0.013000015822207653,0.01699999999999996
cbnuSA3,0.04652693268021674,0.04099642801238294,0.08599999999999991
Run3,0.006453463791983562,0.0024072166987579354,0.013000000000000001
DGEWS,0.014083942084690548,0.013348920330257752,0.009000000000000008
DGES,0.025491809101020946,0.023515994724283812,0.009000000000000008
RA,-0.013105254354920937,0.006556204320483289,-0.11899999999999988
UDInfoPMSA1,-0.034434193193287,-0.026084101772359314,-0.08900000000000002
PBL,-0.032555088616258665,-0.021182400602638346,-0.14
SS,-0.00471065081863159,0.01992580725060067,-0.061
mayomedcreat,0.042230869372547,0.04480517339360025,0.07700000000000001
BM25+d-gm,-0.026465400893588398,-0.0121225649003954,-0.06899999999999995
