,ndcg@1000,map@1000,precision@20
Run1,0.15099764870485355,0.13319433913939258,0.214
ct4,-0.025911503122791613,-0.022835079125635482,-0.068
ct1,-0.03674468702736611,-0.044699362200734144,-0.10599999999999998
tinfolabBK,-0.005131814065846896,-0.0039784356707453505,-0.010999999999999954
UDInfoPMCT5,-0.05530390975301397,-0.08042862653011462,-0.10600000000000004
cCSIROmedHGB,0.04030981886084234,0.030060340430470484,0.08600000000000002
trial,-0.02318496283968907,-0.03419153726002516,-0.065
UCASCT4,-0.05422931675816589,-0.10199823682582942,-0.122
4,-0.04129691420214421,-0.06524057911560416,-0.09600000000000003
1,-0.01650898800337086,-0.014274101154159446,-0.038000000000000034
TRIAL5,-0.07840401118623364,-0.11117300246190354,-0.126
PRF,0.05604282405498673,0.06584431502969806,0.035999999999999976
UDInfoPMCT2,-0.0640455747790587,-0.08795625031223925,-0.11599999999999999
trial1,0.08937103441297078,0.11323698350409181,0.12099999999999997
UCASCT1,-0.05129094154724234,-0.09883261108791364,-0.10800000000000004
trials,0.1181171519530706,0.1353572780642538,0.173
2,-0.04533379514555347,-0.055786356571018325,-0.07400000000000001
SIBTMct2,-0.016660588099257967,-0.019041130771696835,-0.03699999999999998
mayoctscreat,0.0010774551310237523,-0.010314489550496797,-0.043999999999999984
KLPM18T1Bl,-0.020393821107741794,-0.03726620324257207,-0.07600000000000007
hpictbase,-0.06871932932379154,-0.09130599840951503,-0.09700000000000003
noprf,-0.06693397428801018,-0.10904972135916208,-0.11800000000000005
hpictboost,-0.07119184556092994,-0.09958132312309681,-0.10300000000000009
RFT,-0.02285579587961928,-0.033829770336181786,-0.032999999999999974
SIBTMct4,-0.011596735319440388,-0.012046507300299159,-0.026000000000000023
TRIAL3,-0.07756758712599299,-0.11405395942178348,-0.1339999999999999
cCSIROmedNEG,0.05575027325698412,0.05366759829948747,0.09299999999999997
cli,-0.03183585025834723,-0.07131818577478383,-0.12500000000000006
cubicsumW,0.046574560418036204,0.06256162147413427,0.03500000000000003
tinfolabBF,-0.019133726247013483,-0.01831410087668922,-0.014000000000000012
SFT,0.0030464142569733843,0.0025094782189234444,0.015000000000000013
3,-0.03256512100616793,-0.05209679263871847,-0.05700000000000016
KL18TriFuse,-0.0071630758844554165,-0.016274103011554963,-0.05199999999999999
BB2vqw2vprf,-0.048294841038024006,-0.08164157878819966,-0.06400000000000006
sum,0.017579999090108378,0.023993680045675814,-0.026000000000000023
TERM,-0.0827349143489855,-0.11532133292766827,-0.14299999999999996
TRIAL1,-0.07965974763778338,-0.11361142152936204,-0.137
NLT,-0.02779211131875614,-0.05627281417875779,-0.06200000000000011
Run5,0.09811752537622731,0.0658805953661919,0.17400000000000002
UCASCT3,-0.048790234697838275,-0.09551014301701444,-0.11400000000000005
cubicsumEW,0.027191887418439364,0.03651587820834523,-0.01200000000000001
mayoctsimp,-0.005737831340388078,-0.01609757746462326,-0.04300000000000004
KL18TriHY,-0.02898966871222597,-0.04057953222247945,-0.07400000000000001
UDInfoPMCT4,0.0035942062781018635,-0.005452666877839546,0.003999999999999948
hpictphrase,-0.0715279465260108,-0.10617517189456954,-0.1140000000000001
UDInfoPMCT1,-0.06570929768100209,-0.09851626336325342,-0.122
KL18TrialWV,0.05691014296797137,0.06233816979594209,0.08799999999999997
nprf,-0.04227697519988838,-0.08376027454742802,-0.07
SST,-0.03181050462742635,-0.053363162327554226,-0.06899999999999995
tinfolabF,-0.022931342948115774,-0.01905872701402117,-0.014999999999999847
hpictall,-0.07127023805045885,-0.09972983683435499,-0.10500000000000004
TRIAL2,-0.0756141580587747,-0.10913915223419068,-0.11400000000000016
ct2,-0.02387562257012188,-0.022945680578664335,-0.05899999999999997
mayoctcomp,-0.03005854721290846,-0.03962379739219846,-0.05900000000000005
ct5,-0.03557605063739838,-0.04293335131469758,-0.10099999999999998
cCSIROmedAll,-0.050662885179263095,-0.06409921397864735,-0.09699999999999998
