,ndcg@1000,map@1000,precision@20
abs5,-0.06166766280183611,-0.07060625215755065,-0.14600000000000007
cubicmnzAbs,-0.012936548074546417,-0.0057292333577782795,-0.07699999999999996
2,-0.03168837365402344,-0.02724421151167694,-0.11199999999999999
cbnuSA2,-0.010366042614100679,-0.002564628021441001,-0.04299999999999998
4,-0.03338904421183175,-0.0303194075298579,-0.10399999999999998
SIBTMlit3,-0.05193658621334685,-0.06724476828197945,-0.17799999999999994
PBAH,-0.04554369789551044,-0.04955924980194329,-0.1640000000000001
run2,0.0023966230065322865,0.0005305398259700506,0.005999999999999999
KLPM18T2Bl,-0.017666974766231747,-0.01491991867190215,-0.07
mayomedcomp,-0.008489921105642673,-0.00602231734339137,-0.07
PBH,-0.047515551062795536,-0.05206522987772308,-0.17700000000000005
minfolabBA,0.0064896100277501145,0.007585968908409027,0.02300000000000002
UDInfoPMSA3,0.013808282123402682,0.01424180448267856,0.021999999999999964
sumAbs,-0.012295081638793837,-0.0057471532936396175,-0.07500000000000001
UCASSA1,-0.04831567603107334,-0.06356362689999773,-0.13200000000000012
mayomedsimp,-0.015866201564931126,-0.019218230991443902,-0.11699999999999999
NL,-0.04349981099911715,-0.04410688331217022,-0.12900000000000006
bool51,0.019238560628864254,0.02003714962170744,0.016000000000000014
DGS,0.032969096524898156,0.026510862625422807,0.06100000000000008
3,-0.024618084226298964,-0.027151455353378873,-0.09700000000000003
Run2,0.009315081911890958,0.0035532489638648917,0.019000000000000003
run3,0.03705312912951625,0.029589082341686,0.17900000000000005
RF,-0.007423926999743036,0.006806512914628249,-0.10100000000000003
UVAEXPBSTNEG,-0.004216834938828018,-0.0016716161060253282,0.0
abs1,-0.060112796348162356,-0.07034447835962754,-0.1409999999999999
SIBTMlit2,-0.052585286247408436,-0.06762874188370577,-0.17399999999999993
SF,0.001531689512743184,0.01591609736362909,-0.061999999999999944
fusion,-0.020279230904103107,-0.018678301430540223,-0.08800000000000002
PBPK,-0.04978043765792772,-0.056688823208074696,-0.17400000000000004
UDInfoPMSA5,-0.04967299782994272,-0.05813915566311173,-0.136
abs4,-0.057114463351896294,-0.06501185309289331,-0.12099999999999994
Base,-0.016665158460227092,-0.018015610475363875,-0.02699999999999997
cbnuSA1,-0.024508813677750263,-0.0182568936053778,-0.07999999999999996
UCASSA3,-0.05036367420444199,-0.06493932996545071,-0.14200000000000007
SIBTMlit4,-0.05533219120977284,-0.07256650674313259,-0.17499999999999988
1,0.0006270941349419967,0.0006895513767470607,-0.05099999999999999
sa13,-0.06618442945484282,-0.08844888880717744,-0.1840000000000001
UVAEXPBSTDIF,-0.000884975127427412,-0.00018938387818703828,0.0
medline,-0.025139263334213346,-0.027068011292619987,-0.061
UDInfoPMSA2,-0.05109509370080878,-0.05913357455493329,-0.139
abs3,-0.060236719326399624,-0.06908563473342658,-0.12299999999999989
UVAEXPBSTSHD,0.0038251302163783973,0.003273872442700068,0.0
sa15,-0.05867314546799196,-0.07751377610957219,-0.15799999999999986
minfolabBC,0.004751022346467293,0.008325195953432743,0.02699999999999997
minfolabBD,0.008910637790226605,0.009643709960219765,0.015000000000000069
UDInfoPMSA4,0.013165380815618577,0.013662596002593633,0.011000000000000065
sumEW,-0.019139257339919002,-0.009893087920736815,-0.08200000000000013
mnzAbs,-0.012936548074546417,-0.0057292333577782795,-0.07699999999999996
run,0.012185000617681296,0.01939896275741139,0.030999999999999972
hpipubbase,-0.0541267977750558,-0.06994088421507488,-0.17800000000000005
sa14,-0.06603410895714956,-0.0858222283177695,-0.16199999999999998
KL18absHY,-0.02686824438815627,-0.019907104275516396,-0.06400000000000006
FUO,0.11441383824599788,0.10152995666274182,0.20399999999999996
UCASSA5,-0.05484605985924074,-0.07114817190340142,-0.14700000000000008
5,-0.033849469212471894,-0.03040388792385823,-0.1100000000000001
mayopubtator,-0.023892813978533156,-0.021103532963465232,-0.08599999999999991
stage,-0.02551118449362333,-0.026755612608078433,-0.118
UCASSA2,-0.05288160574693834,-0.07418070354499373,-0.133
fu,-0.020327337010389246,-0.02134508024009782,-0.10999999999999993
cubicsumWAbs,-0.013414140832869959,0.0011438715612434036,-0.055000000000000104
UCASSA4,-0.05237452201370074,-0.0683388212996501,-0.16299999999999998
hpipubclass,-0.06346259735813842,-0.0807423427306268,-0.20699999999999996
WTU,0.0063536006730617045,0.0045598918195544486,-0.007000000000000034
rbf,-0.01756008240478646,-0.022279033329102443,-0.09600000000000003
FU,-0.019562971047303757,-0.019315689244893713,-0.05300000000000005
aCSIROmedMCB,0.003515628945727378,0.007009950215608199,-5.551115123125783e-17
Run1,0.013593231752115218,0.0057797108730625844,0.024999999999999988
BASE,-0.059004035068614624,-0.06248043379749266,-0.19900000000000012
sa11,-0.06729643267944474,-0.08623799586630781,-0.16500000000000004
sa12,-0.057845619202732346,-0.0765349906499235,-0.1600000000000001
Run5,0.013058470330205605,0.00615175746002238,0.018000000000000002
SIBTMlit5,-0.04856390659285126,-0.06090801851762315,-0.15099999999999997
hpipubnone,-0.06187276068734393,-0.08199298806569766,-0.20999999999999996
UVAEXPBOOST,0.005417802859748216,0.004254263033471123,0.0
KL18AbsFuse,-0.014210433656427823,-0.010945048009790875,-0.069
KL18absWV,0.052792694864170264,0.055611813604061325,0.13799999999999998
run1,-0.02670387951798936,-0.02995667003186278,-0.052999999999999936
SIBTMlit1,-0.04594110452632494,-0.06389099552682687,-0.14299999999999996
hpipubboost,-0.06658723023124458,-0.08781688120786407,-0.24200000000000005
hpipubcommon,-0.061204180977944,-0.0812759259439734,-0.2099999999999999
UVAEXPBSTEXT,0.0017929401954863422,0.0016589605477196623,0.0
aCSIROmedNEG,-0.003055793543516261,-0.0008361281059678927,-0.03300000000000003
aCSIROmedAll,-0.023754416524563393,-0.012844345246703054,-0.08500000000000002
abs2,-0.06332422289304274,-0.07251155029816578,-0.1389999999999999
Run4,0.01521953961732516,0.006891666908444768,0.033
